Vote,Sector,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Approved Budget (% of GDP),Actual Expenditure (% of GDP),Performance (%),Deviation (UGX),Execution Status,Nominal GDP (UGX Trillions),Subprogram,Source File,Imputed,Actual Expenditure (UGX) - Original,Released Budget (UGX) - Original,Execution_Rate,Absorption_Rate
10,Agriculture,19/20,122.6,104210000.0,109114000.0,9.37e-05,8.342048929663608e-05,89.0,13486000.0,Satisfactorily Spent,130.8,"Programme : 82 District Production Services
SubProgramme : 0100 Production Development
321470 Development Grant
SubProgramme : 04 Production and Marketing
263314 Conditional transfers for Agric Extension
263348 Conditional Transfers for Production and marketing
321466 Sector Conditional Grant (Wage)",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,122.6,104210000.0,109114000.0,9.37e-05,8.342048929663608e-05,89.0,13486000.0,Satisfactorily Spent,130.8,"Programme : 82 District Production Services
SubProgramme : 0100 Production Development
321470 Development Grant
SubProgramme : 04 Production and Marketing
263314 Conditional transfers for Agric Extension
263348 Conditional Transfers for Production and marketing
321466 Sector Conditional Grant (Wage)",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,122.6,104210000.0,109114000.0,9.37e-05,8.342048929663608e-05,89.0,13486000.0,Satisfactorily Spent,130.8,"Programme : 82 District Production Services
SubProgramme : 0100 Production Development
321470 Development Grant
SubProgramme : 04 Production and Marketing
263314 Conditional transfers for Agric Extension
263348 Conditional Transfers for Production and marketing
321466 Sector Conditional Grant (Wage)",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
13,Education,19/20,1100.86,968756800.0,1001782600.0,0.000841636,0.0007658888379204891,91.0,99077400.0,Satisfactorily Spent,130.8,Programme : 81 Pre-Primary and Primary Education,ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0340909090909092
13,Education,19/20,1100.86,968756800.0,1001782600.0,0.000841636,0.0007658888379204891,91.0,99077400.0,Satisfactorily Spent,130.8,Programme : 81 Pre-Primary and Primary Education,ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0340909090909092
13,Education,19/20,552.21,485944800.0,502511100.0,0.000422179,0.0003841827981651376,91.0,49698900.0,Satisfactorily Spent,130.8,"Programme : 81 Primary Healthcare
SubProgramme : 05 Health
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
SubProgramme : 1385 HEALTH DEVELOPMENT
321431 Conditional transfers to PHC - development
321472 Transitional Development Grant",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0340909090909092
14,Health,19/20,552.21,496989000.0,513555300.0,0.000422179,0.0003926263761467889,93.0,38654700.0,Satisfactorily Spent,130.8,"Programme : 81 Primary Healthcare
SubProgramme : 05 Health
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
SubProgramme : 1385 HEALTH DEVELOPMENT
321431 Conditional transfers to PHC - development
321472 Transitional Development Grant",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0333333333333334
10,Agriculture,19/20,270.18,229653000.0,240460200.0,0.00020656,0.0001838380733944954,89.0,29719800.0,Satisfactorily Spent,130.8,"0101 Crop Resources
0102 Directorate of Animal Resources
0103 Directorate of Agricultural Extension and Skills
Managment
0104 Fisheries Resources
0105 Agriculture Infrastructure, Mechanization and
Water for Agricultural Production
0149 Policy, Planning and Support Services",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,270.18,229653000.0,240460200.0,0.00020656,0.0001838380733944954,89.0,29719800.0,Satisfactorily Spent,130.8,"0101 Crop Resources
0102 Directorate of Animal Resources
0103 Directorate of Agricultural Extension and Skills
Managment
0104 Fisheries Resources
0105 Agriculture Infrastructure, Mechanization and
Water for Agricultural Production
0149 Policy, Planning and Support Services",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,270.18,229653000.0,240460200.0,0.00020656,0.0001838380733944954,89.0,29719800.0,Satisfactorily Spent,130.8,"0101 Crop Resources
0102 Directorate of Animal Resources
0103 Directorate of Agricultural Extension and Skills
Managment
0104 Fisheries Resources
0105 Agriculture Infrastructure, Mechanization and
Water for Agricultural Production
0149 Policy, Planning and Support Services",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,270.18,229653000.0,240460200.0,0.00020656,0.0001838380733944954,89.0,29719800.0,Satisfactorily Spent,130.8,"0101 Crop Resources
0102 Directorate of Animal Resources
0103 Directorate of Agricultural Extension and Skills
Managment
0104 Fisheries Resources
0105 Agriculture Infrastructure, Mechanization and
Water for Agricultural Production
0149 Policy, Planning and Support Services",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,270.18,229653000.0,240460200.0,0.00020656,0.0001838380733944954,89.0,29719800.0,Satisfactorily Spent,130.8,"0101 Crop Resources
0102 Directorate of Animal Resources
0103 Directorate of Agricultural Extension and Skills
Managment
0104 Fisheries Resources
0105 Agriculture Infrastructure, Mechanization and
Water for Agricultural Production
0149 Policy, Planning and Support Services",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
14,Health,19/20,0.34,306000.0,316200.0,2.6e-07,2.41743119266055e-07,93.0,23800.0,Satisfactorily Spent,130.8,"02 Directorate of Crop Resources
04 Crop Protection Department
05 Crop Production Department
14 Department of Crop Regulation and Certification
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project
1508 National Oil Palm Project",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0333333333333334
10,Agriculture,19/20,0.34,289000.0,302600.0,2.6e-07,2.313455657492354e-07,89.0,37400.0,Satisfactorily Spent,130.8,"02 Directorate of Crop Resources
04 Crop Protection Department
05 Crop Production Department
14 Department of Crop Regulation and Certification
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project
1508 National Oil Palm Project",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.34,289000.0,302600.0,2.6e-07,2.313455657492354e-07,89.0,37400.0,Satisfactorily Spent,130.8,"02 Directorate of Crop Resources
04 Crop Protection Department
05 Crop Production Department
14 Department of Crop Regulation and Certification
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project
1508 National Oil Palm Project",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.34,289000.0,302600.0,2.6e-07,2.313455657492354e-07,89.0,37400.0,Satisfactorily Spent,130.8,"02 Directorate of Crop Resources
04 Crop Protection Department
05 Crop Production Department
14 Department of Crop Regulation and Certification
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project
1508 National Oil Palm Project",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
14,Health,19/20,0.18,162000.0,167400.0,1.38e-07,1.279816513761468e-07,93.0,12600.0,Satisfactorily Spent,130.8,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
17 Department of Entomology",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0333333333333334
10,Agriculture,19/20,0.18,153000.0,160200.0,1.38e-07,1.224770642201835e-07,89.0,19800.0,Satisfactorily Spent,130.8,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
17 Department of Entomology",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.18,153000.0,160200.0,1.38e-07,1.224770642201835e-07,89.0,19800.0,Satisfactorily Spent,130.8,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
17 Department of Entomology",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
14,Health,19/20,0.31,279000.0,288300.0,2.37e-07,2.204128440366972e-07,93.0,21700.0,Satisfactorily Spent,130.8,"1324 Nothern Uganda Farmers Livelihood Improvement
Project
1326 Farm-Based Bee Reserves Establishment Project
1330 Livestock Diseases Control Project Phase 2
1358 Meat Export Support Services
1363 Regional Pastoral Livelihood Improvement Project
1493 Developing A Market-Oriented And Environmentally
Sustainable Beef Meat Industry In Uganda",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0333333333333334
10,Agriculture,19/20,0.31,263500.0,275900.0,2.37e-07,2.109327217125382e-07,89.0,34100.0,Satisfactorily Spent,130.8,"1324 Nothern Uganda Farmers Livelihood Improvement
Project
1326 Farm-Based Bee Reserves Establishment Project
1330 Livestock Diseases Control Project Phase 2
1358 Meat Export Support Services
1363 Regional Pastoral Livelihood Improvement Project
1493 Developing A Market-Oriented And Environmentally
Sustainable Beef Meat Industry In Uganda",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,3.86,24.89,19.61,2.95e-06,1.499235474006116e-11,0.0005080310880829016,3859980.39,Underutilized,130.8,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",ABPR%20FY%202019-20.pdf,No,19.61,24.89,1.2,0.7878666130976295
10,Agriculture,19/20,3.86,24.89,19.61,2.95e-06,1.499235474006116e-11,0.0005080310880829016,3859980.39,Underutilized,130.8,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",ABPR%20FY%202019-20.pdf,No,19.61,24.89,1.2,0.7878666130976295
10,Agriculture,19/20,3.86,24.89,19.61,2.95e-06,1.499235474006116e-11,0.0005080310880829016,3859980.39,Underutilized,130.8,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",ABPR%20FY%202019-20.pdf,No,19.61,24.89,1.2,0.7878666130976295
10,Agriculture,19/20,3.86,24.89,19.61,2.95e-06,1.499235474006116e-11,0.0005080310880829016,3859980.39,Underutilized,130.8,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",ABPR%20FY%202019-20.pdf,No,19.61,24.89,1.2,0.7878666130976295
10,Agriculture,19/20,0.79,671500.0,703100.0,6.04e-07,5.375382262996941e-07,89.0,86900.0,Satisfactorily Spent,130.8,"23 Department of Agricultural Extension and Skills
Management (DAESM)
24 Department of Agricultural Investment and Enterprise
Development (DAIED)
26 Directorate of Agricultural Extension Services
1362 Agro-Economic Impact Deepening in the Albertine
Basin",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.79,671500.0,703100.0,6.04e-07,5.375382262996941e-07,89.0,86900.0,Satisfactorily Spent,130.8,"23 Department of Agricultural Extension and Skills
Management (DAESM)
24 Department of Agricultural Investment and Enterprise
Development (DAIED)
26 Directorate of Agricultural Extension Services
1362 Agro-Economic Impact Deepening in the Albertine
Basin",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,18.58,15793000.0,16536200.0,1.42e-05,1.264235474006116e-05,89.0,2043800.0,Satisfactorily Spent,130.8,Programme 0104 Fisheries Resources,ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.61,518500.0,542900.0,4.66e-07,4.150611620795107e-07,89.0,67100.0,Satisfactorily Spent,130.8,"09 Fisheries Resources Department
16 Directorate of Fisheries Resources
18 Department of Aquaculture Management and
Development
19 Department of Fisheries Control, Regulation and Quality
Assurance",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,8.24,7004000.0,7333600.0,6.3e-06,5.606727828746176e-06,89.0,906400.0,Satisfactorily Spent,130.8,"1365 Support to Sustainable Fisheries Development Project
1494 Promoting commercial aquaculture in Uganda Project",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,48.44,41174000.0,43111600.0,3.7e-05,3.295993883792049e-05,89.0,5328400.0,Satisfactorily Spent,130.8,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,48.44,41174000.0,43111600.0,3.7e-05,3.295993883792049e-05,89.0,5328400.0,Satisfactorily Spent,130.8,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,48.44,41174000.0,43111600.0,3.7e-05,3.295993883792049e-05,89.0,5328400.0,Satisfactorily Spent,130.8,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.78,663000.0,694200.0,5.96e-07,5.307339449541284e-07,89.0,85800.0,Satisfactorily Spent,130.8,"15 Department of Agricultural Infrastructure and Water for
Agricultural Production",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.78,663000.0,694200.0,5.96e-07,5.307339449541284e-07,89.0,85800.0,Satisfactorily Spent,130.8,"15 Department of Agricultural Infrastructure and Water for
Agricultural Production",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,1.82,1547000.0,1619800.0,1.39e-06,1.238379204892966e-06,89.0,200200.0,Satisfactorily Spent,130.8,"1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,1.82,1547000.0,1619800.0,1.39e-06,1.238379204892966e-06,89.0,200200.0,Satisfactorily Spent,130.8,"1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,4.93,4190500.0,4387700.0,3.77e-06,3.354510703363914e-06,89.0,542300.0,Satisfactorily Spent,130.8,"01 Headquarters
10 Department of Planning
13 Internal Audit
22 Agricultural Statistical Unit
25 Human Resource Management Department",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,10.47,8899500.0,9318300.0,8e-06,7.124082568807338e-06,89.0,1151700.0,Satisfactorily Spent,130.8,"0076 Support for Institutional Development
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,10.47,8899500.0,9318300.0,8e-06,7.124082568807338e-06,89.0,1151700.0,Satisfactorily Spent,130.8,"0076 Support for Institutional Development
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,246.91,209873500.0,219749900.0,0.000188769,0.0001680045107033639,89.0,27160100.0,Satisfactorily Spent,130.8,"Programme: 0101 Crop Resources 246.91 152.87 135.61 61.9% 54.9% 88.7%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 9.89 9.84 9.55 99.5% 96.6% 97.1%
1263 Agriculture Cluster Development Project 115.30 91.43 76.10 79.3% 66.0% 83.2%
1316 Enhancing National Food Security through increased 41.00 0.23 0.22 0.5% 0.5% 99.8%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 23.07 23.02 22.50 99.8% 97.5% 97.7%
1508 National Oil Palm Project 57.65 28.35 27.23 49.2% 47.2% 96.0%",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,246.91,209873500.0,219749900.0,0.000188769,0.0001680045107033639,89.0,27160100.0,Satisfactorily Spent,130.8,"Programme: 0101 Crop Resources 246.91 152.87 135.61 61.9% 54.9% 88.7%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 9.89 9.84 9.55 99.5% 96.6% 97.1%
1263 Agriculture Cluster Development Project 115.30 91.43 76.10 79.3% 66.0% 83.2%
1316 Enhancing National Food Security through increased 41.00 0.23 0.22 0.5% 0.5% 99.8%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 23.07 23.02 22.50 99.8% 97.5% 97.7%
1508 National Oil Palm Project 57.65 28.35 27.23 49.2% 47.2% 96.0%",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,246.91,209873500.0,219749900.0,0.000188769,0.0001680045107033639,89.0,27160100.0,Satisfactorily Spent,130.8,"Programme: 0101 Crop Resources 246.91 152.87 135.61 61.9% 54.9% 88.7%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 9.89 9.84 9.55 99.5% 96.6% 97.1%
1263 Agriculture Cluster Development Project 115.30 91.43 76.10 79.3% 66.0% 83.2%
1316 Enhancing National Food Security through increased 41.00 0.23 0.22 0.5% 0.5% 99.8%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 23.07 23.02 22.50 99.8% 97.5% 97.7%
1508 National Oil Palm Project 57.65 28.35 27.23 49.2% 47.2% 96.0%",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,2.46,2091000.0,2189400.0,1.88e-06,1.673853211009174e-06,89.0,270600.0,Satisfactorily Spent,130.8,"Programme: 0104 Fisheries Resources 2.46 2.42 2.15 98.2% 87.5% 89.1%
Development Projects.
1494 Promoting commercial aquaculture in Uganda Project 2.46 2.42 2.15 98.2% 87.5% 89.1%",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,21.91,18623500.0,19499900.0,1.68e-05,1.490818042813456e-05,89.0,2410100.0,Satisfactorily Spent,130.8,"Programme: 0149 Policy, Planning and Support 21.91 2.34 2.34 10.7% 10.7% 100.0%
Services
Development Projects.
1444 Agriculture Value Chain Development 21.91 2.34 2.34 10.7% 10.7% 100.0%",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,21.91,18623500.0,19499900.0,1.68e-05,1.490818042813456e-05,89.0,2410100.0,Satisfactorily Spent,130.8,"Programme: 0149 Policy, Planning and Support 21.91 2.34 2.34 10.7% 10.7% 100.0%
Services
Development Projects.
1444 Agriculture Value Chain Development 21.91 2.34 2.34 10.7% 10.7% 100.0%",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,8.94,7599000.0,7956600.0,6.83e-06,6.08302752293578e-06,89.0,983400.0,Satisfactorily Spent,130.8,"Class: Outputs Provided
211102 Contract Staff Salaries
211103 Allowances (Inc. Casuals, Temporary)
212101 Social Security Contributions
213001 Medical expenses (To employees)
213002 Incapacity, death benefits and funeral expenses
213004 Gratuity Expenses
221001 Advertising and Public Relations
221004 Recruitment Expenses
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221016 IFMS Recurrent costs
221017 Subscriptions
222001 Telecommunications
222003 Information and communications technology (ICT)
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
224001 Medical Supplies
224004 Cleaning and Sanitation
224006 Agricultural Supplies
225001 Consultancy Services- Short term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,7.19,6111500.0,6399100.0,5.5e-06,4.892278287461773e-06,89.0,790900.0,Satisfactorily Spent,130.8,0105 Urban Commercial and Production Services,ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,7.19,6111500.0,6399100.0,5.5e-06,4.892278287461773e-06,89.0,790900.0,Satisfactorily Spent,130.8,"Programme 0105 Urban Commercial and Production
Services",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,0.85,722500.0,756500.0,6.5e-07,5.783639143730887e-07,89.0,93500.0,Satisfactorily Spent,130.8,13 Urban Commercial and Production Services,ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,6.33,5380500.0,5633700.0,4.84e-06,4.307110091743119e-06,89.0,696300.0,Satisfactorily Spent,130.8,0100 NAADS,ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,5.18,4403000.0,4610200.0,3.96e-06,3.524617737003057e-06,89.0,569800.0,Satisfactorily Spent,130.8,"01 Headquarters-NAGRC&DB
02 Dairy cattle
03 Beef cattle
04 Poultry
05 Small ruminants &non ruminants
06 Pasture and feeds
08 National Animal Data Bank
09 Fish breeding and production
10 Assisted Reproductive Technologies (ARTs)",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,25.58,21743000.0,22766200.0,1.96e-05,1.740535168195718e-05,89.0,2813800.0,Satisfactorily Spent,130.8,"Class: Outputs Provided
211102 Contract Staff Salaries
211103 Allowances (Inc. Casuals, Temporary)
212101 Social Security Contributions
213001 Medical expenses (To employees)
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221016 IFMS Recurrent costs
221017 Subscriptions
222003 Information and communications technology (ICT)
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
224001 Medical Supplies
224006 Agricultural Supplies
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,79.66,114.14,95.55,6.09e-05,7.305045871559633e-11,0.0001199472759226714,79659904.45,Underutilized,130.8,0151 Agricultural Research,ABPR%20FY%202019-20.pdf,No,95.55,114.14,1.1994727592267136,0.837129840546697
10,Agriculture,19/20,79.66,114.14,95.55,6.09e-05,7.305045871559633e-11,0.0001199472759226714,79659904.45,Underutilized,130.8,Programme 0151 Agricultural Research,ABPR%20FY%202019-20.pdf,No,95.55,114.14,1.1994727592267136,0.837129840546697
10,Agriculture,19/20,79.66,114.14,95.55,6.09e-05,7.305045871559633e-11,0.0001199472759226714,79659904.45,Underutilized,130.8,Programme 0151 Agricultural Research,ABPR%20FY%202019-20.pdf,No,95.55,114.14,1.1994727592267136,0.837129840546697
10,Agriculture,19/20,35.07,29809500.0,31212300.0,2.68e-05,2.386261467889908e-05,89.0,3857700.0,Satisfactorily Spent,130.8,"01 Headquarters
07 National Crops Resources Research Institute",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,35.44,30124000.0,31541600.0,2.71e-05,2.411437308868501e-05,89.0,3898400.0,Satisfactorily Spent,130.8,"0382 Support for NARO
1560 Relocation and Operationalisation of the National
Livestock Resources Research Institute (NALIRRI)",ABPR%20FY%202019-20.pdf,Yes,,,1.2,1.0470588235294118
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
10,Agriculture,19/20,145.89,318.61,317.89,0.000111537,2.430351681957186e-10,0.0002178970457193776,145889682.11,Underutilized,130.8,Programme 0154 Agriculture Advisory Services,ABPR%20FY%202019-20.pdf,No,317.89,318.61,1.2,0.9977401839239194
